hospital_name,address,LocName,fX,fY,assigned_cases,refused_attempts,refused_cases,total_demand,refusal_rate_raw,refusal_rate_bayes,accepted_weighted,refused_weighted,severity_pressure,demand_norm,size_penalty,stress_score,stress_score_scaled
オウクリニック（榴岡一,〒983-0852 宮城県仙台市宮城野区榴岡１丁目２−１０ エンドウビル ４階,宮城県/仙台市/宮城野区/榴岡/一丁目/２番,140.88501,38.25911,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
キッズクリニック田子（田子西一,〒983-0026 宮城県仙台市宮城野区田子西１丁目１０−９,宮城県/仙台市/宮城野区/田子西/一丁目,140.95685,38.28789,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
クリニック・ネオ（一番町四,〒980-0811 宮城県仙台市青葉区一番町４丁目１０−１９ assess仙台一番町ビル 301,宮城県/仙台市/青葉区/一番町/四丁目/１０番,140.87004,38.26557,1,8,7,9,0.875,0.6666666666666666,2,8,0.8,0.24671902386267414,0.8,0.45690285080782433,0.5259508578951148
クレアクリニック,〒980-0021 宮城県仙台市青葉区中央３丁目１−２２ EQUINIA青葉通り 6F,宮城県/仙台市/青葉区/中央/三丁目/１番,140.87874,38.26047,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
スガワラ外科医院（中倉一,〒980-0014 宮城県仙台市青葉区本町２丁目１６−１ コニシビル 1F,宮城県/仙台市/青葉区/本町/二丁目/１６番,140.87256,38.26519,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
スズキ記念病院（岩沼市,〒989-2427 宮城県岩沼市里の杜３丁目５−５,宮城県/岩沼市/里の杜/三丁目/５番,140.87941,38.10909,2,1,1,3,0.3333333333333333,0.46153846153846156,3,1,0.25,0.14853965336720493,0.5,0.14334635248427774,0.07874348185978365
セイントマザークリニック（支倉町,〒980-0824 宮城県仙台市青葉区支倉町１−３１ 支倉メディカルビル,宮城県/仙台市/青葉区/支倉町/１番,140.86214,38.26657,8,4,4,12,0.3333333333333333,0.4090909090909091,9,6,0.4,0.2748310165194577,1.0,0.3613073085367889,0.3896085022167093
タウンクリニック　えん,〒981-3332 宮城県富谷市明石台７丁目１−５,宮城県/富谷市/明石台/七丁目,140.89941,38.34797,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
ティーズ・レディース・クリニック（荒井三,〒984-0032 宮城県仙台市若林区荒井３丁目,宮城県/仙台市/若林区/荒井/三丁目,140.94225,38.24102,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
ピッコリーチェパパママクリニック（大和四,〒984-0042 宮城県仙台市若林区大和町４丁目２３−２４,宮城県/仙台市/若林区/大和町/四丁目/２３番,140.91913,38.24886,0,2,2,2,1.0,0.5833333333333334,0,1,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
プレミア歯科仙台,〒980-0811 宮城県仙台市青葉区一番町１丁目９−１ 仙台トラストタワ ３階,宮城県/仙台市/青葉区/一番町/一丁目/９番,140.87656,38.2562,0,4,4,4,1.0,0.6428571428571429,0,4,1.0,0.17244919717907164,0.5,0.3025510566727024,0.3058078813962288
ベーテル病院（岩沼市,〒989-2455 宮城県岩沼市北長谷畑向山南２７−４,宮城県/岩沼市/北長谷/畑向山南/２７番地,140.83632,38.10936,31,18,18,49,0.3673469387755102,0.3898305084745763,54,24,0.3076923076923077,0.4191682210417458,1.0,0.37223034573620994,0.40518739415614186
マドレクリニック（中央三,〒980-0021 宮城県仙台市青葉区中央３丁目１−２２ エキニア青葉通り2階,宮城県/仙台市/青葉区/中央/三丁目/１番,140.87874,38.26047,8,5,5,13,0.38461538461538464,0.43478260869565216,8,1,0.1111111111111111,0.282771590184179,1.0,0.2762217699969807,0.2682559528918427
メリーレディースクリニック（落合六,〒989-3126 宮城県仙台市青葉区落合６丁目１−４,宮城県/仙台市/青葉区/落合/六丁目/１番,140.78488,38.26941,4,5,4,9,0.5,0.5,6,10,0.625,0.24671902386267414,0.8,0.36579173969671314,0.3960043852641448
一番町南診療所（北目町,〒980-0023 宮城県仙台市青葉区北目町３−９,宮城県/仙台市/青葉区/北目町/３番,140.8754,38.25526,0,2,2,2,1.0,0.5833333333333334,0,3,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
一番町堀耳鼻咽喉科医院（一番町三,〒980-0811 宮城県仙台市青葉区一番町３丁目６−１ 一番町平和ビル 5階,宮城県/仙台市/青葉区/一番町/三丁目/６番,140.87379,38.26107,0,1,1,1,1.0,0.5454545454545454,0,1,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
七北田内科循環器内科ＣＬ（市名坂東裏,〒981-3117 宮城県仙台市泉区市名坂東裏４０−２−１,宮城県/仙台市/泉区/市名坂/東裏/４０番地,140.89062,38.3204,0,2,2,2,1.0,0.5833333333333334,0,2,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
七郷クリニック（荒井三,〒984-0032 宮城県仙台市若林区荒井３丁目２５−４,宮城県/仙台市/若林区/荒井/三丁目/２５番,140.94461,38.24067,4,1,1,5,0.2,0.4,4,2,0.3333333333333333,0.19198471691217187,0.8,0.2467514800654681,0.22622419433561283
三好耳鼻咽喉科クリニック（泉中央一,〒981-3133 宮城県仙台市泉区泉中央１丁目３４−１ オフィス344ビル 2階,宮城県/仙台市/泉区/泉中央/一丁目/３４番,140.87697,38.32307,11,5,4,16,0.26666666666666666,0.36,11,4,0.26666666666666666,0.303575156795328,1.0,0.3100806078206649,0.3165468417737285
三浦整形外科医院（南光台四,〒981-8003 宮城県仙台市泉区南光台４丁目１３−２７,宮城県/仙台市/泉区/南光台/四丁目/１３番,140.89673,38.29846,2,0,0,2,0.0,0.4166666666666667,2,0,0.0,0.1177148902285694,0.5,0.08906359281587269,0.0013231424789846085
上愛子クリニック（上愛子字街道,〒989-3124 宮城県仙台市青葉区上愛子街道７７−３,宮城県/仙台市/青葉区/上愛子/街道/７７番地,140.74886,38.27329,0,3,3,3,1.0,0.6153846153846154,0,4,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
上杉山整形外科クリニック（上杉五,〒980-0011 宮城県仙台市青葉区上杉５丁目８−４０,宮城県/仙台市/青葉区/上杉/五丁目/８番,140.87497,38.27499,1,6,6,7,0.8571428571428571,0.6470588235294118,1,10,0.9090909090909091,0.22280948005080736,0.8,0.47438912337896755,0.5508905102862778
上杉脳外科クリニック（上杉一,〒980-0011 宮城県仙台市青葉区上杉１丁目６−１０ 仙台北辰ビル ３F,宮城県/仙台市/青葉区/上杉/一丁目/６番,140.86995,38.27062,0,5,5,5,1.0,0.6666666666666666,0,7,1.0,0.19198471691217187,0.8,0.4956403689543569,0.5811999244494817
上桜木しんがい脳外（富谷町,〒981-3328 宮城県富谷市上桜木２丁目３−１４,宮城県/富谷市/上桜木/二丁目/３番,140.88029,38.35961,5,1,1,6,0.16666666666666666,0.375,6,2,0.25,0.20850176350057656,0.8,0.2222671369334871,0.19130360138172844
中山耳鼻咽喉科（北山一,〒981-0931 宮城県仙台市青葉区北山１丁目１０−２０,宮城県/仙台市/青葉区/北山/一丁目/１０番,140.86209,38.28136,0,3,3,3,1.0,0.6153846153846154,0,4,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
中嶋病院（大梶,〒983-0835 宮城県仙台市宮城野区大梶１５−２７,宮城県/仙台市/宮城野区/大梶/１５番,140.90601,38.27243,4069,3071,2952,7140,0.42045292693348524,0.42056606457118473,6066,4695,0.43629774184555337,0.9507956668421698,1.0,0.6025531577529692,0.7336834098783546
中條整形外科（二十人町,〒983-0862 宮城県仙台市宮城野区二十人町３１０−６,宮城県/仙台市/宮城野区/二十人町,140.89093,38.26236,1,3,3,4,0.75,0.5714285714285714,1,3,0.75,0.17244919717907164,0.5,0.24897962810127383,0.2294020721402143
中田公園前クリニック（東中田四,〒981-1107 宮城県仙台市太白区東中田４丁目５−５,宮城県/仙台市/太白区/東中田/四丁目/５番,140.90215,38.19834,1,2,2,3,0.6666666666666666,0.5384615384615384,1,3,0.75,0.14853965336720493,0.5,0.23950019863812388,0.21588211385775843
中田内科胃腸科医院（中田四,〒981-1104 宮城県仙台市太白区中田４丁目１６−３,宮城県/仙台市/太白区/中田/四丁目/１６番,140.88826,38.19771,4,1,1,5,0.2,0.4,4,0,0.0,0.19198471691217187,0.8,0.1578625911765792,0.09944714786637389
丸山アレルギークリニック（あすと長町四,〒982-0007 宮城県仙台市太白区あすと長町４丁目２−１０ あすとクリニックモール,宮城県/仙台市/太白区/あすと長町/四丁目/２番,140.88797,38.22556,2,6,5,8,0.7142857142857143,0.5882352941176471,3,8,0.7272727272727273,0.23542978045713886,0.8,0.4135834138260035,0.46416686729837714
丹野皮膚科内科小児科（原町二,〒983-0841 宮城県仙台市宮城野区原町２丁目１−６９,宮城県/仙台市/宮城野区/原町/二丁目/１番,140.90158,38.26547,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
五十人町おおとも内科（五十人町,〒984-0812 宮城県仙台市若林区五十人町３５,宮城県/仙台市/若林区/五十人町/３５番地,140.89429,38.24531,0,2,2,2,1.0,0.5833333333333334,0,2,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
五橋メンタルクリニック（五橋一,〒980-0022 宮城県仙台市青葉区五橋１丁目４−６ サンシティ五橋,宮城県/仙台市/青葉区/五橋/一丁目/４番,140.87949,38.25388,0,3,3,3,1.0,0.6153846153846154,0,5,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
井上胃腸科内科医院（高森一,〒981-3203 宮城県仙台市泉区高森１丁目１−１９７ 井上胃腸内科,宮城県/仙台市/泉区/高森/一丁目/１番,140.83992,38.33866,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
京野アートクリニック（本町一,〒980-0014 宮城県仙台市青葉区本町１丁目１−１ 大樹生命 仙台本町ビル 3F,宮城県/仙台市/青葉区/本町/一丁目/１番,140.87982,38.26341,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
今野整形外科医院（南鍛冶町,〒984-0061 宮城県仙台市若林区南鍛冶町１９６,宮城県/仙台市/若林区/南鍛冶町/１９６番地,140.88907,38.24762,7,4,4,11,0.36363636363636365,0.42857142857142855,10,4,0.2857142857142857,0.26625454359577433,1.0,0.32684675262716284,0.34045941786521655
仙台すこやかクリニック（八幡二,〒980-0871 宮城県仙台市青葉区八幡２丁目４−１３,宮城県/仙台市/青葉区/八幡/二丁目/４番,140.85159,38.27059,0,4,4,4,1.0,0.6428571428571429,0,2,1.0,0.17244919717907164,0.5,0.3025510566727024,0.3058078813962288
仙台のだ眼科クリニック（柏木一,〒981-0933 宮城県仙台市青葉区柏木１丁目１−５５ 永昇 仙台のだ眼科クリニック,宮城県/仙台市/青葉区/柏木/一丁目/１番,140.86703,38.2751,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
仙台みやぎ整形外科クリニック（郷六字舘,〒989-3121 宮城県仙台市青葉区郷六舘67−１,宮城県/仙台市/青葉区/郷六/舘/６７番地,140.81509,38.26644,4,7,7,11,0.6363636363636364,0.5714285714285714,6,11,0.6470588235294118,0.26625454359577433,1.0,0.4949139795179192,0.5801639174919289
仙台やまと町脳外科クリニック（大和町二,〒984-0042 宮城県仙台市若林区大和町２丁目６−３ ２Ｆ,宮城県/仙台市/若林区/大和町/二丁目/６番,140.9151,38.24847,0,17,16,17,1.0,0.8076923076923077,0,23,1.0,0.3096996071407413,1.0,0.7057973049443497,0.8809345253976386
仙台オープン病院（鶴ヶ谷五,〒983-0824 宮城県仙台市宮城野区鶴ケ谷５丁目２２−１,宮城県/仙台市/宮城野区/鶴ケ谷/五丁目/２２番,140.9164,38.2947,3044,2763,2687,5807,0.468853603210609,0.46890785577425537,5982,4985,0.45454545454545453,0.9286569704429121,1.0,0.6173700935875407,0.7548159427102056
仙台クローバークリニック（あすと長町一,〒982-0007 宮城県仙台市太白区あすと長町１丁目２−１ 仙台長町メディカルプラザ,宮城県/仙台市/太白区/あすと長町/一丁目/２番,140.88768,38.23102,1,1,1,2,0.5,0.5,1,2,0.6666666666666666,0.1177148902285694,0.5,0.21406359281587264,0.17960336407635175
仙台ペインクリニック（新田東三,〒983-0039 宮城県仙台市宮城野区新田東３丁目１４−１,宮城県/仙台市/宮城野区/新田東/三丁目/１４番,140.93335,38.27291,1,3,3,4,0.75,0.5714285714285714,2,4,0.6666666666666666,0.17244919717907164,0.5,0.23509073921238496,0.20959315862939573
仙台中江病院（中江一,〒980-0001 宮城県仙台市青葉区中江１丁目１０−１８,宮城県/仙台市/青葉区/中江/一丁目/１０番,140.88986,38.27413,9,25,25,34,0.7352941176470589,0.6818181818181818,19,45,0.703125,0.3809509606796482,1.0,0.5886313808326099,0.7138275900832284
仙台内科総合クリニック（上杉三,〒980-0011 宮城県仙台市青葉区上杉３丁目９−２５,宮城県/仙台市/青葉区/上杉/三丁目/９番,140.8755,38.27284,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
仙台北クリニック（八乙女中央五,〒981-3135 宮城県仙台市泉区八乙女中央５丁目１１−１１,宮城県/仙台市/泉区/八乙女中央/五丁目/１１番,140.88728,38.3113,2,1,1,3,0.3333333333333333,0.46153846153846156,3,1,0.25,0.14853965336720493,0.5,0.14334635248427774,0.07874348185978365
仙台北部整形外科スポーツＣＬ（大沢二,〒981-3137 宮城県仙台市泉区大沢２丁目１３−４,宮城県/仙台市/泉区/大沢/二丁目/１３番,140.87738,38.35026,7,7,7,14,0.5,0.5,12,11,0.4782608695652174,0.29016408740764105,1.0,0.42280831899095284,0.47732381239455207
仙台医療センター（宮城野二,〒983-0045 宮城県仙台市宮城野区宮城野２丁目１１−１２,宮城県/仙台市/宮城野区/宮城野/二丁目/１１番,140.90239,38.25646,4138,4155,3760,8293,0.47606989111167386,0.4761001517450683,8159,7756,0.48733898837574613,0.9668336364833859,1.0,0.6434242588680669,0.7919754815881787
仙台厚生病院（堤通雨宮町,〒981-0914 宮城県仙台市青葉区堤通雨宮町１−２０,宮城県/仙台市/青葉区/堤通雨宮町/１番,140.87164,38.27679,2983,1975,1862,4958,0.3843137254901961,0.38455200823892893,6015,3755,0.3843398157625384,0.9117240271854596,1.0,0.5602052837289756,0.6732851029569549
仙台厚生病院（堤通雨宮町,〒981-0914 宮城県仙台市青葉区堤通雨宮町１−２０,宮城県/仙台市/青葉区/堤通雨宮町/１番,140.87164,38.27679,2983,1975,1862,4958,0.3843137254901961,0.38455200823892893,6015,3755,0.3843398157625384,0.9117240271854596,1.0,0.5602052837289756,0.6732851029569549
仙台厚生病院（広瀬町,〒981-0914 宮城県仙台市青葉区堤通雨宮町１−２０,宮城県/仙台市/青葉区/堤通雨宮町/１番,140.87164,38.27679,1147,1147,1089,2294,0.4870304114490161,0.4870881567230632,2334,2140,0.47831917746982566,0.8291690246601079,1.0,0.5981921196176656,0.7274635151171026
仙台厚生病院（広瀬町,〒981-0914 宮城県仙台市青葉区堤通雨宮町１−２０,宮城県/仙台市/青葉区/堤通雨宮町/１番,140.87164,38.27679,1147,1147,1089,2294,0.4870304114490161,0.4870881567230632,2334,2140,0.47831917746982566,0.8291690246601079,1.0,0.5981921196176656,0.7274635151171026
仙台富沢病院（富沢西四丁目,〒982-0037 宮城県仙台市太白区富沢西４丁目13ー2,宮城県/仙台市/太白区/富沢西四丁目,140.85916,38.21174,0,3,3,3,1.0,0.6153846153846154,0,4,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
仙台市北部急患診療所（堤町一,〒981-0912 宮城県仙台市青葉区堤町１丁目１−２ エムズ北仙台 ２F,宮城県/仙台市/青葉区/堤町/一丁目/１番,140.86842,38.28284,14,47,44,61,0.7586206896551724,0.7205882352941176,15,39,0.7222222222222222,0.4422171280125785,1.0,0.6283425285096395,0.7704652877452012
仙台市夜間休日こども急病診療所（あすと長,〒982-0007 宮城県仙台市太白区あすと長町１丁目１−１,宮城県/仙台市/太白区/あすと長町/一丁目/１番,140.88875,38.23203,170,232,218,402,0.5618556701030928,0.5603015075376885,184,159,0.46355685131195334,0.6427783178484336,1.0,0.5555455588993584,0.6666392087552996
仙台市急患センター（舟丁,〒984-0806 宮城県仙台市若林区舟丁６４−１２,宮城県/仙台市/若林区/舟丁/６４番地,140.88702,38.24205,16,174,166,190,0.9120879120879121,0.890625,16,171,0.9144385026737968,0.562774325765548,1.0,0.7892792761464483,1.0
仙台市立病院（あすと長町一,〒982-8502 宮城県仙台市太白区あすと長町１丁目１−１,宮城県/仙台市/太白区/あすと長町/一丁目/１番,140.88875,38.23203,6092,5210,4791,11302,0.4402278783423688,0.4402827503901588,10970,9022,0.45128051220488197,1.0,1.0,0.6305210875316802,0.7735724396269001
仙台循環器病センター（泉中央一,〒981-3133 宮城県仙台市泉区泉中央１丁目６−１２,宮城県/仙台市/泉区/泉中央/一丁目/６番,140.88098,38.32465,624,1134,1114,1758,0.6409666283084005,0.6401601830663616,1083,2163,0.666358595194085,0.8006688200858265,1.0,0.7023958661154244,0.876083251252273
仙台徳洲会病院（高玉町,〒981-3116 宮城県仙台市泉区高玉町９−８,宮城県/仙台市/泉区/高玉町/９番,140.89357,38.31712,4762,3138,3005,7900,0.38689326638341703,0.387038703870387,7530,5362,0.415916847657462,0.9616323136134679,1.0,0.5881959550471056,0.7132065676389971
仙台整形外科病院（伊在三,〒984-0038 宮城県仙台市若林区伊在３丁目５−３,宮城県/仙台市/若林区/伊在/三丁目/５番,140.94225,38.24839,33,59,58,92,0.6373626373626373,0.6237623762376238,65,95,0.59375,0.4856621915575455,1.0,0.5677248559317231,0.6840098309459406
仙台星陵クリニック・放射線科（木町通二,〒980-0801 宮城県仙台市青葉区木町通２丁目４−４５,宮城県/仙台市/青葉区/木町通/二丁目/４番,140.86334,38.27328,6,3,3,9,0.3333333333333333,0.42105263157894735,9,5,0.35714285714285715,0.24671902386267414,0.8,0.2733105366891943,0.2641038303379723
仙台本町メンタルクリニック（本町二,〒980-0014 宮城県仙台市青葉区本町２丁目９−７ 仙台ＹＦビル,宮城県/仙台市/青葉区/本町/二丁目/９番,140.87616,38.2643,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
仙台東脳神経外科（岩切一,〒983-0821 宮城県仙台市宮城野区岩切１丁目１２−１,宮城県/仙台市/宮城野区/岩切/一丁目/１２番,140.93629,38.29122,600,1140,1127,1740,0.6525767226404169,0.6516983304548072,1121,1943,0.6341383812010444,0.7995667093454218,1.0,0.6951344736670911,0.8657267500139186
仙台柳生クリニック（柳生七,〒981-1106 宮城県仙台市太白区柳生７丁目１６−１,宮城県/仙台市/太白区/柳生/七丁目/１６番,140.86964,38.19802,11,10,10,21,0.47619047619047616,0.4838709677419355,16,16,0.5,0.3312012134235689,1.0,0.4383573937218348,0.49950055230379736
仙台森ビル内科クリニック（榴岡四,〒983-0852 宮城県仙台市宮城野区榴岡４丁目２−３ 仙台MTビル 2階,宮城県/仙台市/宮城野区/榴岡/四丁目/２番,140.88802,38.25916,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
仙台消化器・内視鏡内科クリニック,〒983-0852 宮城県仙台市宮城野区榴岡１丁目２−１３ ヨドバシ仙台第2ビル 4階 ,宮城県/仙台市/宮城野区/榴岡/一丁目/２番,140.88501,38.25911,1,2,2,3,0.6666666666666666,0.5384615384615384,1,4,0.8,0.14853965336720493,0.5,0.24783353197145727,0.22776746196424963
仙台消化器・内視鏡内科クリニック　長町院,〒982-0007 宮城県仙台市太白区あすと長町１丁目5番40号,宮城県/仙台市/太白区/あすと長町/一丁目/５番,140.88707,38.22792,1,1,1,2,0.5,0.5,1,1,0.5,0.1177148902285694,0.5,0.1862858150380949,0.13998553705471467
仙台胃腸クリニック（上谷刈二,〒981-3121 宮城県仙台市泉区上谷刈２丁目４−３０,宮城県/仙台市/泉区/上谷刈/二丁目/４番,140.87199,38.31653,1,0,0,1,0.0,0.45454545454545453,2,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
仙台脳とこころのクリニック（古内字新坂上,〒981-3123 宮城県仙台市泉区古内新坂の上３０−１,宮城県/仙台市/泉区/古内/新坂の上/３０番地,140.84398,38.31999,0,2,2,2,1.0,0.5833333333333334,0,2,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
仙台脳外科クリニック泉中央（泉中央一,〒981-3133 宮城県仙台市泉区泉中央１丁目３９−２,宮城県/仙台市/泉区/泉中央/一丁目/３９番,140.87486,38.32433,0,4,4,4,1.0,0.6428571428571429,0,4,1.0,0.17244919717907164,0.5,0.3025510566727024,0.3058078813962288
仙台腎泌尿器科（南吉成三,〒989-3204 宮城県仙台市青葉区南吉成３丁目１−３２,宮城県/仙台市/青葉区/南吉成/三丁目/１番,140.81645,38.28615,1,7,7,8,0.875,0.6666666666666666,1,10,0.9090909090909091,0.23542978045713886,0.8,0.48298329499059056,0.5631478768412054
仙台花京院クリニック（花京院二丁目,〒980-0013 宮城県仙台市青葉区花京院２丁目２−１１ 区画B,宮城県/仙台市/青葉区/花京院/二丁目/２番,140.88173,38.26691,0,2,2,2,1.0,0.5833333333333334,0,4,1.0,0.1177148902285694,0.5,0.28350803726031715,0.27864793163044477
仙台赤十字病院（八木山本町二,〒982-0801 宮城県仙台市太白区八木山本町２丁目４３−３,宮城県/仙台市/太白区/八木山本町/二丁目/４３番,140.84006,38.23639,2210,2526,2447,4736,0.5254455658149023,0.525391043496893,3845,4062,0.5137220184646516,0.9068166072840361,1.0,0.6486432230818603,0.7994189863605292
仙台透析クリニック（鈎取本町一,〒982-0805 宮城県仙台市太白区鈎取本町１丁目２４−１０,宮城県/仙台市/太白区/鈎取本町/一丁目/２４番,140.83617,38.21951,0,3,3,3,1.0,0.6153846153846154,0,6,1.0,0.14853965336720493,0.5,0.2939873781253034,0.2935940053232775
仙台錦町診療所（上杉三,〒980-0011 宮城県仙台市青葉区上杉３丁目２−２８,宮城県/仙台市/青葉区/上杉/三丁目/２番,140.87663,38.27073,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
仙台頭痛脳神経クリニック（大野田五,〒982-0014 宮城県仙台市太白区大野田５丁目３８−２,宮城県/仙台市/太白区/大野田/五丁目,140.8752,38.21676,2,7,6,9,0.75,0.6111111111111112,2,8,0.8,0.24671902386267414,0.8,0.44208803599300944,0.5048213501502415
仙台駅スマートクリニック（中央一丁目,〒980-0021 宮城県仙台市青葉区中央１丁目１−１,宮城県/仙台市/青葉区/中央/一丁目/１番,140.8817,38.26034,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
仙台駅東クリニック（榴岡二,〒983-0852 宮城県仙台市宮城野区榴岡２丁目１−１２ ＫＩ小田急ビル ３階,宮城県/仙台市/宮城野区/榴岡/二丁目/１番地,140.88419,38.26107,0,1,1,1,1.0,0.5454545454545454,0,0,0.0,0.07426982668360246,0.5,0.10328739535635799,0.021609723829983926
仙台高砂駅前メンタルクリニック,〒983-0014 宮城県仙台市宮城野区高砂１丁目１５４−１１,宮城県/仙台市/宮城野区/高砂/一丁目/１５４番地,140.96863,38.27253,1,2,2,3,0.6666666666666666,0.5384615384615384,1,3,0.75,0.14853965336720493,0.5,0.23950019863812388,0.21588211385775843
仙台ＡＲＴクリニック（名掛丁,"〒983-0864 宮城県仙台市宮城野区, 宮城野区名掛丁２０６−１３",宮城県/仙台市/宮城野区,140.90984,38.26619,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
仙塩利府病院（利府町,〒981-0133 宮城県宮城郡利府町青葉台２丁目２−１０８,宮城県/宮城郡/利府町/青葉台/二丁目/２番地,140.96458,38.33958,7,27,27,34,0.7941176470588235,0.7272727272727273,14,40,0.7407407407407407,0.3809509606796482,1.0,0.6163214762310387,0.7533203608327014
仙塩総合病院（多賀城市,〒985-0842 宮城県多賀城市桜木２丁目１−１,宮城県/多賀城市/桜木/二丁目/１番,141.01527,38.29176,6,12,12,18,0.6666666666666666,0.6071428571428571,11,23,0.6764705882352942,0.3154928401879614,1.0,0.5330354285220374,0.6345343205004643
仙石病院（東松島市,〒981-0501 宮城県東松島市赤井台５３−７,宮城県/東松島市/赤井/台/５３番地,141.25826,38.43224,1,0,0,1,0.0,0.45454545454545453,3,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
伊東クリニック（一本杉町,〒984-0828 宮城県仙台市若林区一本杉町１８−１０,宮城県/仙台市/若林区/一本杉町/１８番,140.90411,38.24474,0,1,1,1,1.0,0.5454545454545454,0,2,1.0,0.07426982668360246,0.5,0.26995406202302463,0.25931668595980684
伊藤クリニック（南光台南二,〒981-8002 宮城県仙台市泉区南光台南２丁目４−２２,宮城県/仙台市/泉区/南光台南/二丁目/４番,140.90407,38.29633,2,2,2,4,0.5,0.5,2,3,0.6,0.17244919717907164,0.5,0.21207486619651195,0.1767669590971821
伊藤病院（二日町）,〒980-0802 宮城県仙台市青葉区二日町８−８,宮城県/仙台市/青葉区/二日町/８番,140.86691,38.26973,363,469,461,832,0.5594660194174758,0.5587529976019184,628,685,0.5217060167555218,0.7205786837964812,1.0,0.6003458993846404,0.7305353257901281
会川クリニック内科呼吸器科（北山一,〒981-0931 宮城県仙台市青葉区北山１丁目４−１２,宮城県/仙台市/青葉区/北山/一丁目/４番,140.85791,38.28083,1,1,1,2,0.5,0.5,1,0,0.0,0.1177148902285694,0.5,0.10295248170476157,0.021132055989803177
住吉台耳鼻咽喉科（住吉台東三,〒981-3222 宮城県仙台市泉区住吉台東３丁目２−１,宮城県/仙台市/泉区/住吉台東/三丁目/２番,140.78442,38.33176,1,2,2,3,0.6666666666666666,0.5384615384615384,1,2,0.6666666666666666,0.14853965336720493,0.5,0.22561130974923502,0.19607320034693984
佐々木悦子婦人科クリニック（鹿野本町,〒982-0022 宮城県仙台市太白区鹿野本町１１−２１ ネオシティー鹿野,宮城県/仙台市/太白区/鹿野本町/１１番,140.87177,38.23159,0,4,4,4,1.0,0.6428571428571429,0,6,1.0,0.17244919717907164,0.5,0.3025510566727024,0.3058078813962288
佐々木整形外科麻酔科クリニック（北山一,〒981-0931 宮城県仙台市青葉区北山１丁目４−８,宮城県/仙台市/青葉区/北山/一丁目/４番,140.85791,38.28083,11,1,1,12,0.08333333333333333,0.2727272727272727,12,3,0.2,0.2748310165194577,1.0,0.2491860964155768,0.2296965458748284
佐治外科循環器科医院（鶴が丘一,〒981-3109 宮城県仙台市泉区鶴が丘１丁目１−３８−２,宮城県/仙台市/泉区/鶴が丘/一丁目/１番,140.92505,38.3167,2,0,0,2,0.0,0.4166666666666667,2,0,0.0,0.1177148902285694,0.5,0.08906359281587269,0.0013231424789846085
佐竹内科小児科医院（南光台五,〒981-8003 宮城県仙台市泉区南光台５丁目２８−３,宮城県/仙台市/泉区/南光台/五丁目/２８番,140.89632,38.30546,1,0,0,1,0.0,0.45454545454545453,1,0,0.0,0.07426982668360246,0.5,0.08813588020484282,0.0
